City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,uturoa,-16.7333,-151.4333,26.9,74,15,5.49,PF,1727656363
359,fuding,27.3273,120.214,27.23,80,54,2.18,CN,1727656365
360,gustavsberg,59.3268,18.3898,-0.06,65,0,2.43,SE,1727656367
361,grande prairie,55.1667,-118.8027,10.1,43,75,5.66,CA,1727656368
362,ola,59.5833,151.2833,6.94,49,6,8.96,RU,1727656370
363,gewane,10.1664,40.6453,27.99,46,100,3.89,ET,1727656372
364,libreville,0.3925,9.4537,23.01,100,40,2.06,GA,1727656373
365,benalla,-36.55,145.9833,16.54,51,0,3.41,AU,1727656375
366,katsuren-haebaru,26.3369,127.8719,29.01,84,75,5.66,JP,1727656377
367,kenai,60.5544,-151.2583,12.86,59,75,5.14,US,1727656378
368,tidjikja,18.5564,-11.4271,31.31,30,97,6.3,MR,1727656271
369,assab,13.0092,42.7394,29.84,79,91,7.47,ER,1727656381
370,saraykoy,37.9245,28.9252,21.58,44,1,1.8,TR,1727656383
371,geraldton,-28.7667,114.6,12.23,82,0,3.6,AU,1727656386
372,nongstoin,25.5167,91.2667,19.54,96,93,0.64,IN,1727656388
373,saint-philippe,-21.3585,55.7679,21.46,80,21,5.1,RE,1727656390
374,brookings,44.3114,-96.7984,24.03,47,0,4.47,US,1727656255
375,champerico,14.3,-91.9167,25.84,88,99,1.9,GT,1727656393
376,mohr,54.3528,9.7167,9.08,86,100,2.57,DE,1727656395
377,colon,9.3592,-79.9014,25.61,66,100,4.47,PA,1727656396
378,tolanaro,-25.0319,46.9987,23.04,83,0,3.09,MG,1727656398
379,abepura,-2.6333,140.5833,29.45,74,20,3.09,ID,1727656399
380,itoman,26.1247,127.6694,29.01,84,75,3.6,JP,1727656401
381,acarau,-2.8856,-40.12,25.43,83,100,9.43,BR,1727656403
382,illizi,26.4833,8.4667,31.02,21,2,8.45,DZ,1727656404
383,portland,45.5234,-122.6762,20.37,49,0,3.09,US,1727655749
384,fort mcmurray,56.7268,-111.381,10.77,76,100,3.09,CA,1727656138
385,leh,34.1667,77.5833,6.49,39,0,1.49,IN,1727656409
386,nuku'alofa,-21.1333,-175.2,26.19,78,75,4.12,TO,1727656411
387,arraial do cabo,-22.9661,-42.0278,21.85,82,0,8.6,BR,1727656412
388,uniara,26.15,75.2167,26.29,76,98,1.13,IN,1727656414
389,daru,-9.0763,143.2092,27.89,65,7,6.83,PG,1727656416
390,montepuez,-13.1256,38.9997,18.71,91,5,2.78,MZ,1727656419
391,konosha,60.9736,40.257,5.13,97,99,2.35,RU,1727656421
392,prince george,53.9166,-122.753,10.16,51,75,3.09,CA,1727656264
393,vorgashor,67.5833,63.95,4.16,93,92,4.85,RU,1727656424
394,katpur,21.05,71.7833,25.87,85,96,2.14,IN,1727656425
395,pangody,65.85,74.4859,6.82,79,94,5.86,RU,1727656427
396,kayangel,8.0823,134.7173,29.09,76,15,5.76,PW,1727656429
397,crane,31.3974,-102.3501,26.58,25,0,4.19,US,1727656426
398,tazacorte,28.629,-17.9293,20.54,90,0,3.6,ES,1727656432
399,camocim,-2.9022,-40.8411,25.68,80,80,9.0,BR,1727656433
400,gopalganj,26.4667,84.4333,25.63,86,88,1.5,IN,1727656435
401,mojo,8.6,39.1167,14.87,86,92,1.37,ET,1727656437
402,west sayville,40.7279,-73.0976,16.74,91,75,3.09,US,1727656440
403,cole harbour,44.6724,-63.4751,13.85,86,1,0.45,CA,1727656442
404,patterson,37.4716,-121.1297,30.97,41,0,4.18,US,1727656443
405,burang,30.25,81.1667,5.88,67,100,0.81,CN,1727656445
406,lloydminster,53.2835,-110.0016,8.12,93,100,6.17,CA,1727656303
407,kosti,13.1629,32.6635,26.24,68,77,7.59,SD,1727656448
408,laguna,38.421,-121.4238,31.73,31,0,2.57,US,1727656450
409,coahuayana de hidalgo,18.7,-103.6583,25.63,91,93,0.69,MX,1727656451
410,pskov,57.8136,28.3496,0.95,100,0,2.0,RU,1727656453
411,menongue,-14.6585,17.691,18.06,33,26,1.21,AO,1727656454
412,lagunas,-5.2269,-75.6753,27.4,61,99,1.99,PE,1727656456
413,karema,-6.8205,30.4389,26.35,67,100,5.71,TZ,1727656457
414,selfoss,63.9331,-20.9971,1.21,85,52,4.46,IS,1727656459
415,tibanbang,6.6315,126.1055,28.23,74,85,1.0,PH,1727656461
416,havre,49.5833,0.3333,13.87,82,100,6.17,FR,1727656462
417,ceres,37.5949,-120.9577,30.97,33,0,5.14,US,1727656206
418,wad medani,14.4012,33.5199,27.73,65,47,8.03,SD,1727656465
419,road town,18.4167,-64.6167,28.02,83,20,3.09,VG,1727656467
420,st. john's,47.5649,-52.7093,13.87,95,75,1.79,CA,1727656204
421,bel ombre,-4.6167,55.4167,26.91,89,75,5.14,SC,1727656470
422,mme-bafumen,6.3333,10.2333,16.64,92,90,1.01,CM,1727656474
423,prainha,-1.8,-53.48,29.18,47,13,1.91,BR,1727656475
424,queenstown,-31.8976,26.8753,5.34,57,0,3.46,ZA,1727656477
425,bardai,11.65,7.2333,22.14,82,3,1.94,NG,1727656478
426,codrington,-38.2667,141.9667,16.45,59,0,5.81,AU,1727656480
427,eyl,7.9803,49.8164,24.59,85,51,5.41,SO,1727656482
428,phalia,32.4297,73.5775,25.74,66,0,0.95,PK,1727656483
429,urengoy,65.9667,78.3667,8.68,94,100,5.39,RU,1727656485
430,pasni,25.2631,63.471,26.67,86,5,4.67,PK,1727656486
431,biscarrosse,44.3945,-1.1672,15.97,88,100,0.0,FR,1727656488
432,stutterheim,-32.5708,27.424,4.51,86,0,1.77,ZA,1727656490
433,guatrache,-37.6678,-63.5302,19.08,54,100,1.99,AR,1727656491
434,port macquarie,-31.4333,152.9167,17.82,91,100,0.89,AU,1727656345
435,hirara,24.8,125.2833,29.92,94,75,7.2,JP,1727656494
436,island harbour,50.724,-1.2758,14.45,92,100,8.05,GB,1727656496
437,meadow lake,34.8014,-106.5436,27.1,35,12,1.81,US,1727656497
438,porto velho,-8.7619,-63.9039,26.03,78,20,0.0,BR,1727656499
439,roi et,15.75,103.75,27.85,81,99,2.72,TH,1727656501
440,punta del este,-34.9667,-54.95,19.06,85,0,3.6,UY,1727656502
441,lata,40.1629,-8.3327,13.3,58,0,1.52,PT,1727656506
442,lebanon,36.2081,-86.2911,20.05,92,100,0.0,US,1727656507
443,nuevo ideal,24.8875,-105.0728,17.58,50,13,3.84,MX,1727656509
444,pisco,-13.7,-76.2167,16.03,88,100,7.2,PE,1727656510
445,charlottetown,46.2352,-63.1267,13.29,89,20,3.09,CA,1727656512
446,broome,42.2506,-75.833,17.01,85,100,1.54,US,1727656514
447,sebeta,8.9167,38.6167,15.02,85,68,1.46,ET,1727656517
448,kill devil hills,36.0307,-75.676,24.43,93,100,1.54,US,1727656519
449,floro,61.5996,5.0328,7.98,87,100,6.69,NO,1727656520
450,hadibu,12.65,54.0333,25.75,81,84,3.89,YE,1727656522
451,slave lake,55.2834,-114.769,7.99,81,100,4.12,CA,1727656524
452,al hillah,32.4801,44.4353,26.11,28,0,3.46,IQ,1727656525
453,cold lake,54.4502,-110.2017,9.97,71,100,5.66,CA,1727656508
454,sursee,47.1667,8.1,9.39,94,100,0.0,CH,1727656528
455,port blair,11.6667,92.75,25.02,88,40,0.51,IN,1727656530
456,remire-montjoly,4.9167,-52.2667,28.02,78,0,3.09,GF,1727656532
457,taro,-8.3862,115.28,26.38,67,35,1.44,ID,1727656533
458,magdalena de kino,30.6333,-110.95,33.22,15,0,4.29,MX,1727656535
459,winton,37.3894,-120.6133,30.55,37,0,0.45,US,1727656536
460,payakumbuh,-0.2202,100.6308,24.26,89,100,0.52,ID,1727656538
461,paripiranga,-10.6875,-37.8617,18.94,96,76,3.21,BR,1727656540
462,salekhard,66.53,66.6019,5.99,81,100,3.62,RU,1727656322
463,zhuanghe,39.7008,122.9911,21.91,83,95,2.04,CN,1727656543
464,collie,-33.3667,116.15,16.53,59,8,1.08,AU,1727656545
465,shahrud,36.4182,54.9763,9.99,72,7,2.03,IR,1727656546
466,luderitz,-26.6481,15.1594,10.85,59,0,8.65,NA,1727656548
467,tianpeng,30.9866,103.9393,15.98,93,100,1.76,CN,1727656549
468,jumla,29.2747,82.1838,12.01,86,100,1.86,NP,1727656551
469,vorkuta,67.5,64.0,4.69,92,100,5.23,RU,1727656553
470,mbandaka,0.0487,18.2603,20.87,95,95,0.42,CD,1727656554
471,caxito,-8.5785,13.6643,22.54,88,60,1.15,AO,1727656556
472,port douglas,-16.4833,145.4667,26.55,64,61,3.06,AU,1727656557
473,haiku-pauwela,20.9219,-156.3051,28.47,66,17,12.96,US,1727656559
474,waddan,29.1614,16.139,23.27,73,0,3.34,LY,1727656561
475,kotabumi,-4.8333,104.9,28.02,69,100,1.96,ID,1727656562
476,salinas,36.6777,-121.6555,18.77,76,0,5.66,US,1727656457
477,ambon,-3.6954,128.1814,29.08,74,40,2.06,ID,1727656566
478,tobelo,1.7284,128.0095,29.32,70,36,1.4,ID,1727656567
479,pacocha,-17.5833,-71.3333,15.96,89,80,1.01,PE,1727656569
480,kailua-kona,19.6406,-155.9956,28.64,85,34,0.89,US,1727656324
481,leticia,-4.2153,-69.9406,25.03,94,75,2.06,CO,1727656572
482,sungai penuh,-2.0833,101.3833,22.21,82,75,0.09,ID,1727656574
483,sarupathar,26.1984,93.8094,24.69,97,98,0.82,IN,1727656575
484,carnarvon,-24.8667,113.6333,21.8,34,0,7.98,AU,1727656577
485,bomdila,27.25,92.4,11.19,98,100,0.19,IN,1727656579
486,alice springs,-23.7,133.8833,19.75,24,20,8.75,AU,1727656580
487,grabo,57.8363,12.2995,7.49,87,100,3.09,SE,1727656582
488,al bayda',32.7627,21.7551,18.78,68,86,8.18,LY,1727656584
489,lucapa,-8.4192,20.7447,19.42,86,13,1.45,AO,1727656585
490,natal,-5.795,-35.2094,25.36,73,20,6.69,BR,1727656587
491,wuwei,37.9281,102.6414,6.44,44,98,5.41,CN,1727656588
492,sittwe,20.15,92.9,27.0,88,78,3.22,MM,1727656590
493,kayyerkan,69.3786,87.7439,7.32,97,100,4.87,RU,1727656592
494,tabas,33.5959,56.9244,21.12,24,1,2.06,IR,1727656593
495,westport,41.1415,-73.3579,16.98,88,100,2.57,US,1727656595
496,nagqu,31.5,92.0,3.68,68,7,1.44,CN,1727656597
497,marrakesh,31.6315,-8.0083,25.75,53,0,2.57,MA,1727656600
498,barcelos,41.5388,-8.6151,14.98,62,20,1.42,PT,1727656601
499,jayapura,-2.5333,140.7,29.66,57,6,1.65,ID,1727656603
500,santa maria,-29.6842,-53.8069,20.61,94,0,1.03,BR,1727656605
501,ahiri,19.4,80.0167,24.06,95,11,1.08,IN,1727656606
502,conceicao da barra,-18.5933,-39.7322,22.86,84,100,2.26,BR,1727656608
503,ongjin,37.9347,125.3619,23.28,61,100,4.47,KP,1727656609
504,hengchun,22.0042,120.7439,25.03,92,100,7.69,TW,1727656611
505,la passe,45.5549,-0.8967,17.38,89,18,7.04,FR,1727656613
506,cooper's town,26.8667,-77.5167,28.54,79,100,4.6,BS,1727656614
507,terenos,-20.4422,-54.8603,30.84,39,0,2.57,BR,1727656616
508,turabah,21.2141,41.6331,26.54,17,5,2.99,SA,1727656618
509,mullovka,54.2,49.4,12.59,46,100,3.65,RU,1727656619
510,puqi,29.7167,113.8833,28.0,57,72,5.86,CN,1727656621
511,mtwara,-10.2667,40.1833,22.62,85,11,2.2,TZ,1727656622
512,nabire,-3.3667,135.4833,27.57,81,90,1.12,ID,1727656624
513,ta`u,-14.2336,-169.5144,26.72,81,27,8.49,AS,1727656629
514,barclayville,4.6797,-8.2339,24.17,89,98,2.04,LR,1727656630
515,savelugu,9.6244,-0.8253,23.96,87,38,1.96,GH,1727656632
516,pahrump,36.2083,-115.9839,30.81,10,0,1.75,US,1727656635
517,spanish springs,39.6491,-119.7074,29.84,12,0,2.06,US,1727656637
518,batie,9.8833,-2.9167,24.1,88,87,1.47,BF,1727656638
519,el reno,35.5323,-97.955,27.69,35,0,2.06,US,1727656640
520,seydi,39.4816,62.9137,17.49,18,75,3.87,TM,1727656642
521,nantucket,41.2835,-70.0995,15.64,94,20,2.57,US,1727656647
522,port allen,30.4521,-91.2101,27.24,67,58,1.76,US,1727656648
523,newnham,-41.3833,147.1333,14.53,54,11,7.2,AU,1727656650
524,port augusta,-32.5,137.7667,17.6,49,0,3.21,AU,1727656651
525,alasehir,38.3508,28.5172,20.18,64,100,1.73,TR,1727656653
526,ancud,-41.8697,-73.8203,9.95,95,100,4.83,CL,1727656655
527,abaza,52.655,90.0928,3.13,54,100,2.2,RU,1727656656
528,argo,37.6333,22.7333,17.88,71,0,1.98,GR,1727656658
529,delvada,20.7667,71.0333,25.42,86,100,1.78,IN,1727656659
530,urangan,-25.3,152.9,22.9,69,0,1.48,AU,1727656661
531,fuglafjordur,62.244,-6.814,9.74,81,100,5.66,FO,1727656663
532,naracoorte,-36.9579,140.7383,17.44,56,38,5.58,AU,1727656664
533,akureyri,65.6835,-18.0878,2.96,87,75,3.09,IS,1727656666
534,lae,-6.7221,146.9847,27.49,67,36,3.51,PG,1727656667
535,veigne,47.2856,0.7408,14.23,81,100,5.81,FR,1727656669
536,al kawa,13.7463,32.4996,28.18,46,54,8.11,SD,1727656671
537,mariehamn,60.0973,19.9348,-1.08,100,0,0.51,AX,1727656672
538,fortaleza,-3.7227,-38.5247,27.82,89,40,5.66,BR,1727656674
539,yaren,-0.5472,166.916,28.43,72,100,5.17,NR,1727656675
540,oranjemund,-28.55,16.4333,11.54,75,1,3.54,NA,1727656677
541,horta,38.5333,-28.6333,23.9,93,100,7.6,PT,1727656679
542,serhiyivka,46.0272,30.3768,17.68,80,64,1.38,UA,1727656680
543,mgandu,-5.95,34.1333,21.26,55,100,1.4,TZ,1727656682
544,dwarka,22.2394,68.9678,27.31,84,12,4.19,IN,1727656684
545,andreapol',56.6513,32.2664,6.11,74,100,2.11,RU,1727656685
546,shitanjing,39.2342,106.3439,6.95,40,0,9.63,CN,1727656689
547,yulinshi,38.2906,109.7494,11.06,55,98,7.0,CN,1727656690
548,puerto deseado,-47.7503,-65.8938,4.86,64,100,5.93,AR,1727656692
549,carbonear,47.7332,-53.2148,12.97,93,7,2.37,CA,1727656695
550,lorengau,-2.0226,147.2712,28.47,78,65,2.36,PG,1727656697
551,dadukou,26.5479,101.7054,23.19,82,100,0.68,CN,1727656698
552,amble,55.3333,-1.5833,12.08,82,75,7.72,GB,1727656700
553,moose jaw,50.4001,-105.5344,25.14,25,100,8.75,CA,1727656702
554,molalla,45.1473,-122.577,18.62,48,0,4.02,US,1727656703
555,bull savanna,17.8868,-77.5902,25.58,84,100,4.51,JM,1727656705
556,greenville,35.6127,-77.3663,24.51,89,100,1.31,US,1727656706
557,ebon,4.582,168.6964,28.14,73,100,2.61,MH,1727656708
558,trincomalee,8.5711,81.2335,25.17,89,100,4.19,LK,1727656710
559,benguela,-12.5763,13.4055,21.88,87,13,0.61,AO,1727656711
560,huancavelica,-12.7667,-74.9833,3.75,90,97,2.16,PE,1727656713
561,chui,-33.6971,-53.4616,14.99,97,98,2.78,UY,1727656714
562,nianzishan,47.5167,122.8833,7.67,53,17,6.76,CN,1727656716
563,tandil,-37.3217,-59.1332,18.46,69,92,6.23,AR,1727656718
564,jaumave,23.4167,-99.3833,21.1,74,100,0.83,MX,1727656719
565,novyy urgal,51.0736,132.5642,15.35,94,100,7.08,RU,1727656721
566,maragogi,-9.0122,-35.2225,23.76,85,16,5.63,BR,1727656723
567,along,28.1667,94.7667,21.5,97,33,0.09,IN,1727656724
568,midvagur,62.0511,-7.1939,10.46,93,100,5.14,FO,1727656726
569,bechar,31.6167,-2.2167,27.18,39,20,1.03,DZ,1727656727
570,anaconda,46.1285,-112.9423,12.7,48,0,5.63,US,1727656729
571,mata-utu,-13.2816,-176.1745,27.16,81,23,8.72,WF,1727656731
572,diamantino,-14.4086,-56.4461,29.96,41,100,1.72,BR,1727656732
573,poland,44.0606,-70.3937,14.63,85,0,3.6,US,1727656734
574,yichang,30.7144,111.2847,22.32,76,100,1.83,CN,1727656736
575,isangel,-19.55,169.2667,29.06,65,75,7.2,VU,1727656737
576,panyutyne,48.9333,36.2833,14.69,43,100,6.22,UA,1727656739
577,kinablangan,7.6947,126.5503,28.58,67,69,1.62,PH,1727656740
578,suntar,62.1444,117.6319,2.82,97,100,3.86,RU,1727656742
579,grand falls-windsor,48.9332,-55.6649,11.95,89,100,1.51,CA,1727656744
580,sao joao da barra,-21.6403,-41.0511,21.05,84,0,3.03,BR,1727656745
581,calingasta,-31.3308,-69.4078,20.59,10,14,0.87,AR,1727656749
582,christchurch,-43.5333,172.6333,15.51,68,20,10.29,NZ,1727656488
583,isabela,6.7085,121.9711,30.03,67,100,2.1,PH,1727656752
